MAIN_ID,ANG_DIST,OTYPE,RA,,,,DEC,,,,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST
[PGS2006] cep065,376.84,Cepheid,3.694,0,14,46.56,-38.81308333,-39,11,12.9,6,6,,,,D,O,2006AJ....132.2556P,3.694,-39.18692,,,,,,,,,,,,,,,,,,,V,22.304,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  19,377.68,AGN,3.6938,0,14,46.512,-38.745,-39,15,18,7,7,,,,D,X,2015AJ....150...94B,3.693802,-39.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep075,379.58,Cepheid,3.691291667,0,14,45.91,-38.809,-39,11,27.6,6,6,,,,D,O,2006AJ....132.2556P,3.69129,-39.191,,,,,,,,,,,,,,,,,,,V,22.084,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep097,381.46,Cepheid,3.695083333,0,14,46.82,-38.819,-39,10,51.6,6,6,,,,D,O,2006AJ....132.2556P,3.69508,-39.181,,,,,,,,,,,,,,,,,,,V,21.417,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[RPS97] NGC    55  2,382.3,PartofG,3.689625,0,14,45.51,-38.80722222,-39,11,34,6,6,,,,D,,,3.68963,-39.19278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] A-13,382.6,Star,3.952208333,0,15,48.53,-38.74611111,-39,15,14,6,6,,,,D,O,2008A&A...485...41C,3.95221,-39.25389,,,,,,,,,,,,,,,,,,,V,20.31,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,216,,D,O,2008A&A...485...41C,A5II,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C1-7,382.99,Star,3.688583333,0,14,45.26,-38.80488889,-39,11,42.4,6,6,,,,D,O,2008A&A...485...41C,3.68858,-39.19511,,,,,,,,,,,,,,,,,,,V,18.455,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,136,,D,O,2008A&A...485...41C,G0-2V,D,2008A&A...485...41C,,,,,,,,,,1
[D2019] p2-4,383.89,EmObj,3.690416667,0,14,45.7,-38.81088889,-39,11,20.8,6,6,,,,C,O,2019AJ....158...90D,3.69042,-39.18911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep080,384.62,Cepheid,3.684333333,0,14,44.24,-38.78738889,-39,12,45.4,6,6,,,,D,O,2006AJ....132.2556P,3.68433,-39.21261,,,,,,,,,,,,,,,,,,,V,21.504,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[D2019] p8-1,384.78,EmObj,3.69125,0,14,45.9,-38.81366667,-39,11,10.8,6,6,,,,C,O,2019AJ....158...90D,3.69125,-39.18633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C1-6,386.11,Star,3.690291667,0,14,45.67,-38.81261111,-39,11,14.6,6,6,,,,D,O,2008A&A...485...41C,3.69029,-39.18739,,,,,,,,,,,,,,,,,,,V,17.392,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,69,,D,O,2008A&A...485...41C,G0I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep030,386.52,Cepheid,3.943833333,0,15,46.52,-38.72825,-39,16,18.3,6,6,,,,D,O,2006AJ....132.2556P,3.94383,-39.27175,,,,,,,,,,,,,,,,,,,V,21.621,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RX J0014.7-3911,386.57,X,3.688333333,0,14,45.2,-38.80805556,-39,11,31,5,5,15000,15000,90,D,,1997AJ....113.1296S,3.6883,-39.1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  17,386.65,AGN,3.696925,0,14,47.262,-38.73258333,-39,16,2.7,7,7,,,,D,X,2015AJ....150...94B,3.696926,-39.267417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep089,388.48,Cepheid,3.693791667,0,14,46.51,-38.82166667,-39,10,42,6,6,,,,D,O,2006AJ....132.2556P,3.69379,-39.17833,,,,,,,,,,,,,,,,,,,V,21.352,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-7,388.52,Star,3.689083333,0,14,45.38,-38.81188889,-39,11,17.2,6,6,,,,D,O,2008A&A...485...41C,3.68908,-39.18811,,,,,,,,,,,,,,,,,,,V,18.44,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,79,,D,O,2008A&A...485...41C,B3V,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep104,390.04,Cepheid,3.950375,0,15,48.09,-38.7365,-39,15,48.6,6,6,,,,D,O,2006AJ....132.2556P,3.95037,-39.2635,,,,,,,,,,,,,,,,,,,V,22.004,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[D2019] p4-1,390.3,EmObj,3.688333333,0,14,45.2,-38.81169444,-39,11,17.9,6,6,,,,C,O,2019AJ....158...90D,3.68833,-39.18831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-8,390.44,Star,3.682791667,0,14,43.87,-38.79180556,-39,12,29.5,6,6,,,,D,O,2008A&A...485...41C,3.68279,-39.20819,,,,,,,,,,,,,,,,,,,V,19.294,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,95,,D,O,2008A&A...485...41C,A0I,D,2008A&A...485...41C,,,,,,,,,,2
[JW2016] T5,390.73,X,3.68225,0,14,43.74,-38.78847222,-39,12,41.5,7,7,,,,D,X,2016ApJ...821...24J,3.68225,-39.211528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2MASX J00153035-3907156,390.8,AGN,3.87663,0,15,30.3912,-38.87914806,-39,7,15.067,14,14,10.773,5.2354,90,C,O,2020yCat.1350....0G,3.876630194,-39.12085221,,,,,,,,,,B,16.42,,Vega,2009MNRAS.399..683J,,,D,B,,,,,,,,,,R,15.1,,Vega,2009MNRAS.399..683J,,,D,R,J,13.308,0.045,Vega,2006AJ....131.1163S,,,C,J,H,12.611,0.079,Vega,2006AJ....131.1163S,,,C,H,K,12.137,0.069,Vega,2006AJ....131.1163S,,,C,K,c,18538,31,D,,2009MNRAS.399..683J,,,,,,,0.243,0.151,115,C,N,2006AJ....131.1163S,7
[PGS2006] cep006,391.25,Cepheid,3.947166667,0,15,47.32,-38.73036111,-39,16,10.7,6,6,,,,D,O,2006AJ....132.2556P,3.94717,-39.26964,,,,,,,,,,,,,,,,,,,V,20.101,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep019,391.34,Cepheid,3.952,0,15,48.48,-38.73858333,-39,15,41.1,6,6,,,,D,O,2006AJ....132.2556P,3.952,-39.26142,,,,,,,,,,,,,,,,,,,V,20.506,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2XMM J001444.6-391135,391.59,LMXB,3.686041667,0,14,44.65,-38.80677778,-39,11,35.6,6,6,400,400,90,D,X,2012ApJ...756...27L,3.68603,-39.19321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
[BWE2015] NGC   55  40,392.36,HMXB,3.681708333,0,14,43.61,-38.788875,-39,12,40.05,7,7,,,,D,X,2015AJ....150...94B,3.681709,-39.211124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[CHG2008] A-14,396.48,Star,3.95475,0,15,49.14,-38.74011111,-39,15,35.6,6,6,,,,D,O,2008A&A...485...41C,3.95475,-39.25989,,,,,,,,,,,,,,,,,,,V,19.139,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,225,,D,O,2008A&A...485...41C,B9I,D,2008A&A...485...41C,,,,,,,,,,2
[PGS2006] cep119,396.67,Cepheid,3.944625,0,15,46.71,-38.72358333,-39,16,35.1,6,6,,,,D,O,2006AJ....132.2556P,3.94463,-39.27642,,,,,,,,,,,,,,,,,,,V,22.813,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep060,397.12,Cepheid,3.686833333,0,14,44.84,-38.81425,-39,11,8.7,6,6,,,,D,O,2006AJ....132.2556P,3.68683,-39.18575,,,,,,,,,,,,,,,,,,,V,22.218,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep034,398.59,Cepheid,3.684833333,0,14,44.36,-38.81069444,-39,11,21.5,6,6,,,,D,O,2006AJ....132.2556P,3.68483,-39.18931,,,,,,,,,,,,,,,,,,,V,20.663,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 144,399.89,AGN,3.857829167,0,15,25.879,-38.67172222,-39,19,41.8,7,7,,,,D,X,2015AJ....150...94B,3.85783,-39.328279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
XMMU J001548.1-391612,399.94,Candidate_HMXB,3.950416667,0,15,48.1,-38.73,-39,16,12,5,5,,,,D,,2016ApJ...821...24J,3.9504,-39.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
[BWE2015] NGC   55  58,400.24,HMXB,3.68755,0,14,45.012,-38.81839167,-39,10,53.79,7,7,,,,D,X,2015AJ....150...94B,3.687552,-39.181608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2XMM J001450.6-390900,400.42,AGN,3.71075,0,14,50.58,-38.84966667,-39,9,1.2,6,6,,,,C,O,2013A&A...557A.123E,3.71075,-39.15033,,,,,,,,,,B,22.61,,Vega,2013A&A...557A.123E,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1.203,,D,O,2013A&A...557A.123E,,,,,,,,,,,,,4
1AXG J001535-3907,401.58,X,3.89625,0,15,35.1,-38.87472222,-39,7,31,5,5,,,,D,,2001ApJS..133....1U,3.8963,-39.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] A-15,402.76,Star,3.958041667,0,15,49.93,-38.742,-39,15,28.8,6,6,,,,D,O,2008A&A...485...41C,3.95804,-39.258,,,,,,,,,,,,,,,,,,,V,18.794,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,201,,D,O,2008A&A...485...41C,B3I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep082,402.77,Cepheid,3.955375,0,15,49.29,-38.73658333,-39,15,48.3,6,6,,,,D,O,2006AJ....132.2556P,3.95538,-39.26342,,,,,,,,,,,,,,,,,,,V,21.852,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  55,403.03,Candidate_LMXB,3.682566667,0,14,43.816,-38.80905,-39,11,27.42,7,7,,,,D,X,2015AJ....150...94B,3.682568,-39.190949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55  64,405.52,HMXB,3.697625,0,14,47.43,-38.83774167,-39,9,44.13,7,7,,,,D,X,2015AJ....150...94B,3.697625,-39.162257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55   4,405.82,AGN,3.746308333,0,14,59.114,-38.68287222,-39,19,1.66,7,7,,,,D,X,2015AJ....150...94B,3.746308,-39.317128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 146,405.85,AGN,3.842783333,0,15,22.268,-38.66768611,-39,19,56.33,7,7,,,,D,X,2015AJ....150...94B,3.842782,-39.332314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep114,406.15,Cepheid,3.954166667,0,15,49,-38.73208333,-39,16,4.5,6,6,,,,D,O,2006AJ....132.2556P,3.95417,-39.26792,,,,,,,,,,,,,,,,,,,V,22.405,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 113,408.06,AGN,3.967275,0,15,52.146,-38.79148889,-39,12,30.64,7,7,,,,D,X,2015AJ....150...94B,3.967277,-39.208512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[LA83] NGC 55 C,408.83,Star,3.8891975,0,15,33.4074,-38.88009333,-39,7,11.664,14,14,0.0313,0.0192,90,A,O,2020yCat.1350....0G,3.889197694,-39.11990683,15.673,-14.506,3,3,0.03,0.034,90,A,2020yCat.1350....0G,B,16.1,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,J,13.787,0.029,Vega,2003yCat.2246....0C,,,C,J,H,13.152,0.035,Vega,2003yCat.2246....0C,,,C,H,K,12.987,0.038,Vega,2003yCat.2246....0C,,,C,K,v,-29,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[CHG2008] C2-5,409.46,Star,3.681541667,0,14,43.57,-38.81269444,-39,11,14.3,6,6,,,,D,O,2008A&A...485...41C,3.68154,-39.18731,,,,,,,,,,,,,,,,,,,V,19.215,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,132,,D,O,2008A&A...485...41C,B3I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C1-5,409.83,Star,3.675416667,0,14,42.1,-38.78880556,-39,12,40.3,6,6,,,,D,O,2008A&A...485...41C,3.67542,-39.21119,,,,,,,,,,,,,,,,,,,V,19.249,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,128,,D,O,2008A&A...485...41C,B2.5I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C1-4,409.83,Star,3.680791667,0,14,43.39,-38.81111111,-39,11,20,6,6,,,,D,O,2008A&A...485...41C,3.68079,-39.18889,,,,,,,,,,,,,,,,,,,V,18.863,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,147,,D,O,2008A&A...485...41C,B1.5I,D,2008A&A...485...41C,,,,,,,,,,1
2MASX J00155243-3912481,409.92,AGN,3.968495833,0,15,52.439,-38.786625,-39,12,48.15,7,7,,,,C,I,2006AJ....131.1163S,3.968496,-39.213375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,14.932,0.153,Vega,2006AJ....131.1163S,,,D,J,H,14.559,0.138,Vega,2006AJ....131.1163S,,,D,H,K,13.677,0.208,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.137,0.137,90,C,N,2006AJ....131.1163S,3
[PGS2006] cep026,410.65,Cepheid,3.681041667,0,14,43.45,-38.81255556,-39,11,14.8,6,6,,,,D,O,2006AJ....132.2556P,3.68104,-39.18744,,,,,,,,,,,,,,,,,,,V,21.419,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] A-16,411.49,Star,3.959375,0,15,50.25,-38.73780556,-39,15,43.9,6,6,,,,D,O,2008A&A...485...41C,3.95937,-39.26219,,,,,,,,,,,,,,,,,,,V,19.59,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,286,,D,O,2008A&A...485...41C,B0.5I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep125,411.82,Cepheid,3.675,0,14,42,-38.79125,-39,12,31.5,6,6,,,,D,O,2006AJ....132.2556P,3.675,-39.20875,,,,,,,,,,,,,,,,,,,V,21.933,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-6,412.57,Star,3.674416667,0,14,41.86,-38.78869444,-39,12,40.7,6,6,,,,D,O,2008A&A...485...41C,3.67442,-39.21131,,,,,,,,,,,,,,,,,,,V,19.545,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,69,,D,O,2008A&A...485...41C,F2-5I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep074,412.61,Cepheid,3.9595,0,15,50.28,-38.73719444,-39,15,46.1,6,6,,,,D,O,2006AJ....132.2556P,3.9595,-39.26281,,,,,,,,,,,,,,,,,,,V,21.263,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-4,414.77,Star,3.679916667,0,14,43.18,-38.81361111,-39,11,11,6,6,,,,D,O,2008A&A...485...41C,3.67992,-39.18639,,,,,,,,,,,,,,,,,,,V,19.666,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,87,,D,O,2008A&A...485...41C,F0-2I,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep047,414.87,Cepheid,3.67825,0,14,42.78,-38.80927778,-39,11,26.6,6,6,,,,D,O,2006AJ....132.2556P,3.67825,-39.19072,,,,,,,,,,,,,,,,,,,V,20.623,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[VJP2006] 16,415.98,PN?,3.970708333,0,15,52.97,-38.77213889,-39,13,40.3,6,6,,,,D,,2006A&A...455..891V,3.97071,-39.22786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep031,416.65,Cepheid,3.677416667,0,14,42.58,-38.80877778,-39,11,28.4,6,6,,,,D,O,2006AJ....132.2556P,3.67742,-39.19122,,,,,,,,,,,,,,,,,,,V,20.97,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] D-46,416.85,Star,3.677416667,0,14,42.58,-38.809,-39,11,27.6,6,6,,,,D,O,2008A&A...485...41C,3.67742,-39.191,,,,,,,,,,,,,,,,,,,V,19.141,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,155,,D,O,2008A&A...485...41C,AII,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep032,417.53,Cepheid,3.677166667,0,14,42.52,-38.809,-39,11,27.6,6,6,,,,D,O,2006AJ....132.2556P,3.67717,-39.191,,,,,,,,,,,,,,,,,,,V,19.621,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[JW2016] T12,417.73,X,3.932875,0,15,43.89,-38.70132778,-39,17,55.22,7,7,,,,D,X,2016ApJ...821...24J,3.932875,-39.298672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] D-45,423.84,Star,3.676041667,0,14,42.25,-38.81238889,-39,11,15.4,6,6,,,,D,O,2008A&A...485...41C,3.67604,-39.18761,,,,,,,,,,,,,,,,,,,V,19.737,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,129,,D,O,2008A&A...485...41C,A2I,D,2008A&A...485...41C,,,,,,,,,,2
[CHG2008] C2-3,425.35,Star,3.675291667,0,14,42.07,-38.81188889,-39,11,17.2,6,6,,,,D,O,2008A&A...485...41C,3.67529,-39.18811,,,,,,,,,,,,,,,,,,,V,19.045,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,107,,D,O,2008A&A...485...41C,B2V,D,2008A&A...485...41C,,,,,,,,,,1
[LA83] NGC 55 37,427.86,Galaxy,3.8675,0,15,28.2,-38.66577778,-39,20,3.2,6,6,,,,D,,2000MNRAS.311..673B,3.8675,-39.33422,,,,,,,,,,B,20.4,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,37210,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[LA83] NGC 55 51,428.02,Star,3.975291667,0,15,54.07,-38.78041667,-39,13,10.5,6,6,,,,D,,2000MNRAS.311..673B,3.97529,-39.21958,,,,,,,,,,B,18.8,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,-111,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[CHG2008] A-17,429.19,Star,3.96425,0,15,51.42,-38.734,-39,15,57.6,7,7,,,,D,,2008A&A...485...41C,3.96425,-39.266,,,,,,,,,,,,,,,,,,,V,20.336,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,207,,D,O,2008A&A...485...41C,B1I,C,2008A&A...485...41C,,,,,,,,,,3
[LA83] NGC 55 34,430.79,Galaxy,3.728083333,0,14,54.74,-38.68411111,-39,18,57.2,6,6,,,,D,,2000MNRAS.311..673B,3.72808,-39.31589,,,,,,,,,,B,19.8,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,75407,,D,,2000MNRAS.311..673B,,,,,,,,,,,,,1
[CHG2008] C1-3,431.09,WD*,3.669569583,0,14,40.6967,-38.7997625,-39,12,0.855,14,14,0.2162,0.1795,90,A,O,2020yCat.1350....0G,3.669569823,-39.20023762,3.209,16.064,3,3,0.222,0.306,90,A,2020yCat.1350....0G,,,,,,,,,,V,19.016,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,106,,D,O,2008A&A...485...41C,DA,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] D-44,431.61,Star,3.677541667,0,14,42.61,-38.8225,-39,10,39,6,6,,,,D,O,2008A&A...485...41C,3.67754,-39.1775,,,,,,,,,,,,,,,,,,,V,19.163,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,95,,D,O,2008A&A...485...41C,G0-2I,D,2008A&A...485...41C,,,,,,,,,,1
